lemme;upos;freqlemfilms;freqlemlivres
papet;NOM;4,25;0,27
septième;ADJ;4,25;5,61
shabbat;NOM;4,25;0,74
spectre;NOM;4,25;6,96
succéder;VER;4,25;33,78
turc;ADJ;4,25;10,54
voyant;NOM;4,25;8,65
charrier;VER;4,24;12,36
cobra;NOM;4,24;0,81
humilité;NOM;4,24;12,09
obéissance;NOM;4,24;5,07
rappel;NOM;4,24;10,34
reproduction;NOM;4,24;7,97
savourer;VER;4,24;14,26
trouble;ADJ;4,24;16,08
cantine;NOM;4,23;12,16
crête;NOM;4,23;26,22
gestion;NOM;4,23;2,30
incertain;ADJ;4,23;20,95
indigner;VER;4,23;17,23
intolérable;ADJ;4,23;11,28
meeting;NOM;4,23;6,82
moelle;NOM;4,23;6,15
nouveauté;NOM;4,23;8,72
parano;ADJ;4,23;0,47
appréhender;VER;4,22;5,34
autorisé;ADJ;4,22;1,08
couvert;ADJ;4,22;14,93
dentaire;ADJ;4,22;1,28
ingrédient;NOM;4,22;1,82
invité;ADJ;4,22;2,64
maîtrise;NOM;4,22;7,70
rappliquer;VER;4,22;5,74
souple;ADJ;4,22;27,23
station-service;NOM;4,22;3,58
tatouer;VER;4,22;3,72
abréger;VER;4,21;4,86
coéquipier;NOM;4,21;0,47
croisade;NOM;4,21;6,15
divertissement;NOM;4,21;5,47
déboucher;VER;4,21;33,45
globe;NOM;4,21;11,89
interner;VER;4,21;1,15
optimiste;ADJ;4,21;4,19
passe-temps;NOM;4,21;2,77
peluche;NOM;4,21;5,54
pionnier;NOM;4,21;9,73
taro;NOM;4,21;0,00
vilain;NOM;4,21;1,96
camping;NOM;4,20;3,24
devant;NOM;4,20;11,08
minéral;ADJ;4,20;8,78
nommé;ADJ;4,20;7,84
ride;NOM;4,20;24,26
terrien;ADJ;4,20;1,82
caler;VER;4,19;17,77
citerne;NOM;4,19;2,09
exotique;ADJ;4,19;8,99
gaver;VER;4,19;9,39
provocation;NOM;4,19;11,01
républicain;NOM;4,19;3,38
travailleur;ADJ;4,19;3,72
anarchie;NOM;4,18;4,80
itinéraire;NOM;4,18;10,47
arrière;ADV;4,17;1,42
cornichon;NOM;4,17;2,30
fracas;NOM;4,17;18,18
lâcheté;NOM;4,17;10,00
moteur;ADJ;4,17;2,43
procédé;NOM;4,17;8,85
protégé;ADJ;4,17;4,66
respectueux;ADJ;4,17;8,92
sonore;ADJ;4,17;27,30
standard;ADJ;4,17;1,01
taudis;NOM;4,17;3,24
élégance;NOM;4,17;23,51
charitable;ADJ;4,16;3,78
croissance;NOM;4,16;3,99
diva;NOM;4,16;1,28
délinquant;NOM;4,16;1,89
ego;NOM;4,16;1,22
fugue;NOM;4,16;7,16
nécessiter;VER;4,16;4,12
oriental;ADJ;4,16;14,32
pastèque;NOM;4,16;2,50
raisonnement;NOM;4,16;11,35
sérum;NOM;4,16;0,81
follement;ADV;4,15;6,42
informateur;NOM;4,15;2,30
noyau;NOM;4,15;9,66
pulsion;NOM;4,15;1,69
anticiper;VER;4,14;3,31
blaireau;NOM;4,14;3,78
confiant;ADJ;4,14;10,34
fréquent;ADJ;4,14;12,09
liston;NOM;4,14;0,00
nova;NOM;4,14;0,07
passionné;ADJ;4,14;14,80
républicain;ADJ;4,14;8,85
soucoupe;NOM;4,14;8,85
spontané;ADJ;4,14;7,97
éloigné;ADJ;4,14;12,16
biologie;NOM;4,13;1,22
daya;NOM;4,13;0,00
jules;NOM;4,13;3,51
lingerie;NOM;4,13;5,34
méchanceté;NOM;4,13;12,97
ordinaire;NOM;4,13;26,76
parce qu;CON;4,13;2,36
revient;NOM;4,13;5,07
virée;NOM;4,13;3,92
alcoolique;NOM;4,12;1,55
basque;NOM;4,12;2,64
cafétéria;NOM;4,12;1,28
clodo;NOM;4,12;4,05
pare-brise;NOM;4,12;7,16
blasphémer;VER;4,11;1,96
boucherie;NOM;4,11;8,92
interminable;ADJ;4,11;38,65
silhouette;NOM;4,11;73,31
vingtaine;NOM;4,11;15,47
douteux;ADJ;4,10;15,95
intégrité;NOM;4,10;4,32
légendaire;ADJ;4,10;7,50
motard;NOM;4,10;6,89
primo;ADV;4,10;2,16
près de;ADV;4,10;16,35
semelle;NOM;4,10;21,96
sensuel;ADJ;4,10;10,68
supposition;NOM;4,10;5,34
humidité;NOM;4,09;14,86
inacceptable;ADJ;4,09;2,70
suspense;NOM;4,09;1,76
tiennes;PRO:pos;4,09;0,95
bohémien;NOM;4,08;1,49
broyer;VER;4,08;8,85
cale;NOM;4,08;6,15
doter;VER;4,08;8,99
désespérément;ADV;4,08;10,81
fleuriste;NOM;4,08;8,51
mélodie;NOM;4,08;7,77
plan;ADJ;4,08;4,93
sélectionner;VER;4,08;1,76
architecture;NOM;4,07;12,23
biper;VER;4,07;0,00
black;NOM;4,07;1,42
doctorat;NOM;4,07;1,82
explosif;ADJ;4,07;2,77
fabrication;NOM;4,07;7,97
fanfare;NOM;4,07;5,27
flux;NOM;4,07;6,42
mendier;VER;4,07;6,49
recharger;VER;4,07;3,99
traiteur;NOM;4,07;1,62
vérification;NOM;4,07;3,45
adoption;NOM;4,06;2,91
cannibale;NOM;4,06;0,95
décret;NOM;4,06;9,12
enquêteur;NOM;4,06;3,18
foncé;ADJ;4,06;11,08
suspension;NOM;4,06;7,91
kiosque;NOM;4,05;8,18
libéré;ADJ;4,05;10,00
rapide;NOM;4,05;4,93
reconstituer;VER;4,05;16,28
spécialiser;VER;4,05;5,68
amiral;ADJ;4,04;8,58
doc;NOM;4,04;0,54
entre-temps;ADV;4,04;7,97
lancer;NOM;4,04;2,03
pèlerin;NOM;4,04;12,70
rébellion;NOM;4,04;3,85
strip-tease;NOM;4,04;1,01
symbiote;NOM;4,04;0,00
baratin;NOM;4,03;2,97
bricoler;VER;4,03;6,15
comptable;ADJ;4,03;2,77
contribution;NOM;4,03;5,34
dévouement;NOM;4,03;9,32
embarquement;NOM;4,03;4,19
minorité;NOM;4,03;2,84
rejeté;ADJ;4,03;1,62
schéma;NOM;4,03;2,64
vendu;NOM;4,03;2,30
décamper;VER;4,02;2,50
habituellement;ADV;4,02;7,70
initiale;NOM;4,02;7,36
inventaire;NOM;4,02;7,50
souriant;ADJ;4,02;23,45
strip-teaseur;NOM;4,02;0,47
vainqueur;ADJ;4,02;6,89
écorcher;VER;4,02;7,03
beurk;ONO;4,01;0,54
boulangerie;NOM;4,01;8,04
coyote;NOM;4,01;0,47
employeur;NOM;4,01;2,70
limace;NOM;4,01;6,35
pacificateur;NOM;4,01;0,07
puissant;NOM;4,01;4,86
séparément;ADV;4,01;3,78
bouillon;NOM;4,00;8,92
cavale;NOM;4,00;4,32
chemisier;NOM;4,00;7,97
chouette;ONO;4,00;1,15
home;NOM;4,00;2,16
huître;NOM;4,00;7,64
laissez-passer;NOM;4,00;1,96
mutuel;ADJ;4,00;3,78
pacifique;ADJ;4,00;4,26
passif;ADJ;4,00;7,23
saccager;VER;4,00;6,69
aspiration;NOM;3,99;6,22
composition;NOM;3,99;17,43
croyant;ADJ;3,99;5,88
individuel;ADJ;3,99;8,11
mobiliser;VER;3,99;9,39
proximité;NOM;3,99;14,46
purement;ADV;3,99;9,32
rigolo;NOM;3,99;2,30
révision;NOM;3,99;3,78
savant;ADJ;3,99;17,30
adoptif;ADJ;3,98;3,38
au-delà;NOM;3,98;2,91
confrère;NOM;3,98;11,28
distraction;NOM;3,98;14,05
frite;ADJ;3,98;2,36
loup-garou;NOM;3,98;1,22
must;NOM;3,98;0,54
protecteur;ADJ;3,98;10,68
préfecture;NOM;3,98;7,91
raid;NOM;3,98;2,84
clin;NOM;3,97;19,46
défoncé;ADJ;3,97;5,68
acceptable;ADJ;3,96;4,39
anomalie;NOM;3,96;2,16
boyard;NOM;3,96;0,88
braguette;NOM;3,96;6,69
chourer;VER;3,96;1,42
dune;NOM;3,96;12,84
délégué;NOM;3,96;12,16
modestie;NOM;3,96;10,34
pantin;NOM;3,96;5,88
prometteur;ADJ;3,96;2,57
remonte;NOM;3,96;0,74
étendue;NOM;3,96;24,46
blindé;ADJ;3,95;9,05
consul;NOM;3,95;10,07
fleurir;VER;3,95;16,49
infraction;NOM;3,95;1,22
locomotive;NOM;3,95;13,11
moutarde;NOM;3,95;5,00
opium;NOM;3,95;5,61
résumé;NOM;3,95;3,72
tâter;VER;3,95;21,55
abbaye;NOM;3,94;3,78
bancaire;ADJ;3,94;1,49
devancer;VER;3,94;8,04
différents;ADJ:ind;3,94;2,84
dissoudre;VER;3,94;12,30
enseignant;NOM;3,94;1,69
gratos;ADV;3,94;0,68
la plupart de;ADJ:ind;3,94;7,30
microscope;NOM;3,94;1,62
susciter;VER;3,94;23,31
végétarien;ADJ;3,94;1,82
embouteillage;NOM;3,93;3,38
fente;NOM;3,93;15,61
iris;NOM;3,93;6,42
licenciement;NOM;3,93;0,41
limousin;NOM;3,93;3,78
sédatif;NOM;3,93;0,27
vétérinaire;NOM;3,93;3,85
arrogance;NOM;3,92;3,85
atrocité;NOM;3,92;2,50
coquin;ADJ;3,92;3,24
crédible;ADJ;3,92;0,88
embrasse;NOM;3,92;3,58
ensorceler;VER;3,92;1,49
expérimenter;VER;3,92;2,97
lustre;NOM;3,92;15,14
morbide;ADJ;3,92;4,73
peinard;ADJ;3,92;9,59
pupille;NOM;3,92;5,54
soixante;ADJ:num;3,92;22,70
collision;NOM;3,91;2,23
crèche;NOM;3,91;9,39
hétéro;ADJ;3,91;0,74
impur;ADJ;3,91;4,53
orienter;VER;3,91;11,89
réciproque;ADJ;3,91;8,24
évaluation;NOM;3,91;1,35
découverte;VER;3,90;5,61
entasser;VER;3,90;29,05
gala;NOM;3,90;3,65
hutte;NOM;3,90;7,84
ignorant;ADJ;3,90;6,22
live;ADJ;3,90;0,27
pancarte;NOM;3,90;8,99
plouc;NOM;3,90;1,82
rentrée;NOM;3,90;15,34
sphère;NOM;3,90;9,19
string;NOM;3,90;0,34
sujet;ADJ;3,90;6,62
flagrant;ADJ;3,89;7,36
maintenance;NOM;3,89;0,14
masturber;VER;3,89;1,69
net;ADV;3,89;19,32
outrage;NOM;3,89;5,14
photocopie;NOM;3,89;0,88
plongeur;NOM;3,89;3,11
assise;NOM;3,88;9,66
clientèle;NOM;3,88;18,78
clochard;NOM;3,88;10,88
décidément;ADV;3,88;30,81
immoral;ADJ;3,88;1,76
mitraillette;NOM;3,88;11,35
orchidée;NOM;3,88;2,57
portugais;ADJ;3,88;3,51
radieux;ADJ;3,88;12,09
sardine;NOM;3,88;8,38
spectaculaire;ADJ;3,88;6,22
éblouir;VER;3,88;19,73
accessoire;NOM;3,87;7,30
ascension;NOM;3,87;8,04
axis;NOM;3,87;0,00
dentifrice;NOM;3,87;1,28
fainéant;NOM;3,87;1,69
franco;ADV;3,87;2,70
hollandais;ADJ;3,87;5,47
percuter;VER;3,87;2,77
porter;NOM;3,87;2,36
répit;NOM;3,87;11,76
énervé;ADJ;3,87;4,26
évier;NOM;3,87;12,16
assembler;VER;3,86;7,03
brut;ADJ;3,86;8,65
dictature;NOM;3,86;5,27
entraider;VER;3,86;0,68
frayeur;NOM;3,86;6,89
frémir;VER;3,86;24,26
orientation;NOM;3,86;6,89
procès-verbal;NOM;3,86;2,30
total;NOM;3,86;9,66
tracteur;NOM;3,86;6,82
épuisé;ADJ;3,86;13,92
bénéficier;VER;3,85;9,66
carré;NOM;3,85;32,23
congeler;VER;3,85;0,74
croissant;NOM;3,85;18,72
décisif;ADJ;3,85;16,01
déraper;VER;3,85;8,31
ecstasy;NOM;3,85;0,00
fracasser;VER;3,85;7,84
fumeur;NOM;3,85;3,04
martini;NOM;3,85;2,23
moisir;VER;3,85;5,00
sauna;NOM;3,85;1,08
tiède;ADJ;3,85;44,73
étrangement;ADV;3,85;14,86
bise;NOM;3,84;8,72
chaperon;NOM;3,84;1,35
confirmé;ADJ;3,84;1,28
consulat;NOM;3,84;2,43
doublure;NOM;3,84;4,53
gouffre;NOM;3,84;13,38
normale;NOM;3,84;2,50
réglé;ADJ;3,84;5,34
résigner;VER;3,84;20,34
vétéran;NOM;3,84;2,43
bocal;NOM;3,83;7,50
brèche;NOM;3,83;9,59
déprimant;ADJ;3,83;3,31
infidèle;ADJ;3,83;2,97
protecteur;NOM;3,83;5,61
triangle;NOM;3,83;13,24
antérieur;ADJ;3,82;10,27
bûcher;NOM;3,82;9,59
entrain;NOM;3,82;7,97
lunaire;ADJ;3,82;4,66
pilier;NOM;3,82;16,15
sanctifier;VER;3,82;1,69
torse;NOM;3,82;21,08
traversée;NOM;3,82;14,80
costard;NOM;3,81;6,82
créatif;ADJ;3,81;0,20
digital;ADJ;3,81;1,22
excitation;NOM;3,81;16,69
gazon;NOM;3,81;7,77
glacial;ADJ;3,81;13,92
gomme;NOM;3,81;9,93
guichet;NOM;3,81;8,45
hi;ONO;3,81;5,41
perturbé;ADJ;3,81;0,74
procession;NOM;3,81;10,20
skier;VER;3,81;0,81
tequila;NOM;3,81;0,20
amocher;VER;3,80;2,77
bonus;NOM;3,80;0,41
certaines;PRO:ind;3,80;4,80
poivre;NOM;3,80;6,89
remédier;VER;3,80;3,18
zèbre;NOM;3,80;5,14
étrange;NOM;3,80;3,58
exigeant;ADJ;3,79;7,84
fâcheux;ADJ;3,79;8,85
incinérer;VER;3,79;1,76
infanterie;NOM;3,79;10,07
levé;ADJ;3,79;26,01
maçon;NOM;3,79;6,76
mm;NOM;3,79;1,35
pop-corn;NOM;3,79;0,14
rabaisser;VER;3,79;3,38
sanglot;NOM;3,79;29,12
tribord;NOM;3,79;1,28
border;VER;3,78;34,46
cocu;NOM;3,78;2,03
combustion;NOM;3,78;1,89
dentelle;NOM;3,78;25,07
mare;NOM;3,78;13,04
matériau;NOM;3,78;5,14
archer;NOM;3,77;2,50
expo;NOM;3,77;0,54
halte;NOM;3,77;12,77
marijuana;NOM;3,77;0,41
milice;NOM;3,77;4,39
minimum;ADJ;3,77;1,76
mûrir;VER;3,77;8,24
obstiner;VER;3,77;16,49
patin;NOM;3,77;5,61
rebeller;VER;3,77;1,62
sincérité;NOM;3,77;9,66
sixième;ADJ;3,77;7,23
supplice;NOM;3,77;13,38
anxieux;ADJ;3,76;10,47
conter;VER;3,76;8,99
entier;NOM;3,76;6,28
final;NOM;3,76;1,69
forgeron;NOM;3,76;4,39
light;ADJ;3,76;0,27
redevable;ADJ;3,76;0,81
set;NOM;3,76;0,61
tirage;NOM;3,76;6,01
trouillard;NOM;3,76;1,01
amendement;NOM;3,75;0,68
astucieux;ADJ;3,75;2,36
ave;NOM;3,75;2,36
diplomate;NOM;3,75;8,65
déguerpir;VER;3,75;2,43
enrouler;VER;3,75;16,89
martyre;NOM;3,75;6,35
mécanique;NOM;3,75;15,14
perquisition;NOM;3,75;2,30
amnésie;NOM;3,74;1,15
anesthésie;NOM;3,74;2,70
défenseur;NOM;3,74;6,35
dérangement;NOM;3,74;1,89
froisser;VER;3,74;12,50
insu;NOM;3,74;10,20
masquer;VER;3,74;19,12
partage;NOM;3,74;8,85
resserrer;VER;3,74;11,08
retenue;NOM;3,74;8,04
alcoolique;ADJ;3,73;2,16
bide;NOM;3,73;8,58
dedans;NOM;3,73;8,45
delà;ADV;3,73;12,70
faner;VER;3,73;5,54
hypnotiser;VER;3,73;4,19
ironique;ADJ;3,73;16,28
labeur;NOM;3,73;9,80
obsédé;NOM;3,73;2,23
pan;NOM;3,73;26,01
provenance;NOM;3,73;5,27
puéril;ADJ;3,73;9,59
respiratoire;ADJ;3,73;1,49
scout;NOM;3,73;2,09
tige;NOM;3,73;22,16
émerger;VER;3,73;30,20
éruption;NOM;3,73;2,09
actionnaire;NOM;3,72;0,74
contrebande;NOM;3,72;1,96
difficilement;ADV;3,72;13,04
décapiter;VER;3,72;6,96
mi-chemin;NOM;3,72;6,35
redemander;VER;3,72;4,19
sceau;NOM;3,72;4,93
automobile;NOM;3,71;19,46
différer;VER;3,71;10,07
extra-terrestre;NOM;3,71;0,34
longuement;ADV;3,71;58,45
nounours;NOM;3,71;2,03
pharmacien;NOM;3,71;7,30
teindre;VER;3,71;4,32
voyeur;NOM;3,71;4,26
consommation;NOM;3,70;9,66
handicap;NOM;3,70;2,70
adultère;NOM;3,69;3,65
caractéristique;NOM;3,69;2,77
dix-sept;ADJ:num;3,69;19,59
dure;NOM;3,69;5,81
dégrader;VER;3,69;4,46
harcèlement;NOM;3,69;1,49
insomnie;NOM;3,69;8,24
magnum;NOM;3,69;1,76
more;ADJ;3,69;0,07
recoucher;VER;3,69;8,11
république;NOM;3,69;21,96
simulation;NOM;3,69;0,61
sucré;ADJ;3,69;9,05
traire;VER;3,69;4,59
aurore;NOM;3,68;11,62
comploter;VER;3,68;2,50
démocrate;NOM;3,68;1,08
gicler;VER;3,68;7,97
hippie;NOM;3,68;0,27
rogne;NOM;3,68;2,43
transition;NOM;3,68;8,78
trier;VER;3,68;7,84
trouduc;NOM;3,68;0,41
acompte;NOM;3,67;1,15
cachot;NOM;3,67;7,09
chevaucher;VER;3,67;12,77
douille;NOM;3,67;3,51
excursion;NOM;3,67;4,59
exposé;NOM;3,67;5,88
extase;NOM;3,67;11,55
fabricant;NOM;3,67;3,45
frimer;VER;3,67;4,32
immortalité;NOM;3,67;4,53
morue;NOM;3,67;5,61
mulet;NOM;3,67;7,43
organique;ADJ;3,67;2,77
punch;NOM;3,67;3,11
suédois;ADJ;3,67;6,89
terrien;NOM;3,67;1,01
thérapeute;NOM;3,67;0,07
tract;NOM;3,67;9,39
trompe;NOM;3,67;7,64
éclaireur;NOM;3,67;2,50
couillon;ADJ;3,66;1,28
crucial;ADJ;3,66;2,91
dissuader;VER;3,66;3,72
emprunt;NOM;3,66;4,73
gâté;ADJ;3,66;4,73
introuvable;ADJ;3,66;3,92
limité;ADJ;3,66;6,35
p.;NOM;3,66;0,34
persister;VER;3,66;15,41
probabilité;NOM;3,66;2,23
prodigieux;ADJ;3,66;13,24
alléger;VER;3,65;6,89
bourgeoisie;NOM;3,65;10,27
contremaître;NOM;3,65;3,99
dérangé;ADJ;3,65;2,50
haut-parleur;NOM;3,65;7,36
radiateur;NOM;3,65;7,43
ravager;VER;3,65;9,26
restau;NOM;3,65;2,50
truite;NOM;3,65;7,91
charogne;NOM;3,64;7,16
clarifier;VER;3,64;0,74
corporel;ADJ;3,64;2,70
envahisseur;NOM;3,64;8,31
léopard;NOM;3,64;2,70
mayonnaise;NOM;3,64;3,45
méfiant;ADJ;3,64;9,93
obstruction;NOM;3,64;0,47
piquet;NOM;3,64;9,39
anatomie;NOM;3,63;4,80
bobine;NOM;3,63;5,88
couvre-feu;NOM;3,63;3,11
dégonflé;NOM;3,63;1,01
faisable;ADJ;3,63;0,95
fraternité;NOM;3,63;7,43
merveilleusement;ADV;3,63;7,03
moquette;NOM;3,63;15,95
pharaon;NOM;3,63;2,64
ra;NOM;3,63;3,45
résistant;ADJ;3,63;3,58
sculpteur;NOM;3,63;7,50
stupidité;NOM;3,63;3,31
amputer;VER;3,62;2,77
barbier;NOM;3,62;22,50
chiche;ADJ;3,62;3,18
foutre;NOM;3,62;6,42
gracier;VER;3,62;1,22
gêne;NOM;3,62;27,30
homosexuel;NOM;3,62;4,32
indifférence;NOM;3,62;38,31
la;NOM;3,62;0,74
olympique;ADJ;3,62;1,69
scooter;NOM;3,62;2,77
solitaire;NOM;3,62;8,31
thorax;NOM;3,62;2,03
tourné;ADJ;3,62;8,51
éclatant;ADJ;3,62;20,14
choquant;ADJ;3,61;1,69
développé;ADJ;3,61;1,55
fauve;NOM;3,61;13,38
infect;ADJ;3,61;6,28
logiciel;NOM;3,61;0,14
nouer;VER;3,61;32,50
parchemin;NOM;3,61;4,80
riposter;VER;3,61;5,34
subversif;ADJ;3,61;2,43
superviser;VER;3,61;0,74
val;NOM;3,61;4,93
vigueur;NOM;3,61;15,61
chirurgical;ADJ;3,60;2,16
invincible;ADJ;3,60;5,07
joyau;NOM;3,60;3,24
lacs;NOM;3,60;8,58
principalement;ADV;3,60;6,08
revers;NOM;3,60;25,00
sicilien;NOM;3,60;1,96
sursis;NOM;3,60;7,36
camelote;NOM;3,59;4,80
couver;VER;3,59;12,03
déballer;VER;3,59;6,69
enseigne;NOM;3,59;14,05
enterré;ADJ;3,59;3,58
global;ADJ;3,59;2,57
indication;NOM;3,59;12,43
initier;VER;3,59;8,78
millionnaire;ADJ;3,59;0,88
natation;NOM;3,59;1,22
protéine;NOM;3,59;0,47
psychiatrie;NOM;3,59;1,22
pôle;NOM;3,59;3,99
recul;NOM;3,59;15,61
sitôt;ADV;3,59;19,12
store;NOM;3,59;7,09
timing;NOM;3,59;0,14
venin;NOM;3,59;3,11
volontairement;ADV;3,59;9,12
déjouer;VER;3,58;4,39
ici-bas;ADV;3,58;2,97
instruit;ADJ;3,58;3,31
lobe;NOM;3,58;2,09
paragraphe;NOM;3,58;3,65
respecté;ADJ;3,58;3,45
roc;NOM;3,58;11,76
réfrigérateur;NOM;3,58;2,77
séminaire;NOM;3,58;4,59
tôle;NOM;3,58;15,41
universitaire;ADJ;3,58;3,92
yaourt;NOM;3,58;4,73
adrénaline;NOM;3,57;0,68
aumône;NOM;3,57;3,78
auxquelles;PRO:int;3,57;22,09
auxquelles;PRO:rel;3,57;22,09
bavardage;NOM;3,57;9,73
cil;NOM;3,57;19,26
pan;ONO;3,57;1,76
richard;ADJ;3,57;0,81
ruche;NOM;3,57;3,51
sophistiqué;ADJ;3,57;2,23
submerger;VER;3,57;12,91
barbelé;NOM;3,56;8,38
berner;VER;3,56;2,64
cinéaste;NOM;3,56;1,76
consentement;NOM;3,56;5,95
dépanner;VER;3,56;2,77
fanatique;NOM;3,56;3,92
gonflé;ADJ;3,56;12,64
ivresse;NOM;3,56;18,11
let;ADJ;3,56;0,47
menaçant;ADJ;3,56;16,69
merdeux;ADJ;3,56;2,57
non;NOM;3,56;3,38
on;NOM;3,56;0,00
pendant;ADJ;3,56;12,50
rafler;VER;3,56;5,20
tué;NOM;3,56;3,99
v;ADJ:num;3,56;2,70
érection;NOM;3,56;4,05
courroux;NOM;3,55;2,09
critère;NOM;3,55;1,89
décliner;VER;3,55;11,28
estimation;NOM;3,55;1,22
fauché;ADJ;3,55;1,49
florin;NOM;3,55;1,76
ingénieux;ADJ;3,55;4,32
instant;ADJ;3,55;18,78
kidnappeur;NOM;3,55;0,27
lycéen;NOM;3,55;10,61
people;ADJ;3,55;0,20
ponctuel;ADJ;3,55;1,82
proprio;NOM;3,55;4,12
voyant;ADJ;3,55;8,58
bafouer;VER;3,54;3,78
cal;NOM;3,54;0,68
dessécher;VER;3,54;15,61
ding;ONO;3,54;1,55
glissant;ADJ;3,54;8,24
interdit;NOM;3,54;7,97
joker;NOM;3,54;0,14
m;ADJ:num;3,54;2,09
menuisier;NOM;3,54;4,46
pair;NOM;3,54;6,62
prospère;ADJ;3,54;3,18
prémonition;NOM;3,54;2,64
pétition;NOM;3,54;1,76
raciste;NOM;3,54;2,70
ration;NOM;3,54;8,18
recherché;ADJ;3,54;2,09
scorpion;NOM;3,54;2,64
sorcier;ADJ;3,54;2,09
stocker;VER;3,54;1,15
supposé;ADJ;3,54;3,18
w;NOM;3,54;2,70
électeur;NOM;3,54;3,11
administrer;VER;3,53;8,04
autruche;NOM;3,53;3,04
externe;ADJ;3,53;0,88
flaque;NOM;3,53;23,99
oeillet;NOM;3,53;6,08
poivrot;NOM;3,53;3,51
semestre;NOM;3,53;1,49
vingt-cinq;ADJ:num;3,53;28,18
avide;ADJ;3,52;16,22
broder;VER;3,52;14,86
couturier;NOM;3,52;10,27
formuler;VER;3,52;15,54
gale;NOM;3,52;0,47
grignoter;VER;3,52;10,27
hostilité;NOM;3,52;15,81
larve;NOM;3,52;3,92
plaine;NOM;3,52;39,86
rebours;ADV;3,52;2,91
repère;NOM;3,52;9,59
sanitaire;ADJ;3,52;1,55
saveur;NOM;3,52;12,36
soigneusement;ADV;3,52;34,39
trèfle;NOM;3,52;5,00
vomi;NOM;3,52;1,49
accroître;VER;3,51;11,15
calife;NOM;3,51;2,03
fausser;VER;3,51;8,45
flatteur;ADJ;3,51;6,49
opposé;ADJ;3,51;14,46
pingouin;NOM;3,51;2,64
radin;ADJ;3,51;1,55
rejouer;VER;3,51;1,69
rétrécir;VER;3,51;7,57
chausson;NOM;3,50;5,95
cierge;NOM;3,50;15,95
girafe;NOM;3,50;3,18
hétéro;NOM;3,50;0,34
intensif;ADJ;3,50;1,55
morse;NOM;3,50;0,88
nomination;NOM;3,50;3,11
quelques-unes;PRO:ind;3,50;8,51
rationnel;ADJ;3,50;3,04
renvoi;NOM;3,50;4,80
retaper;VER;3,50;4,05
spot;NOM;3,50;1,49
équation;NOM;3,50;2,84
clone;NOM;3,49;0,20
diligence;NOM;3,49;2,91
délégation;NOM;3,49;12,77
maternité;NOM;3,49;4,73
matricule;NOM;3,49;3,38
parce;ADV;3,49;0,95
partition;NOM;3,49;5,95
penny;NOM;3,49;0,14
q;NOM;3,49;0,61
concret;ADJ;3,48;7,09
distant;ADJ;3,48;7,50
hystérie;NOM;3,48;3,38
lisse;ADJ;3,48;33,58
serbe;ADJ;3,48;0,88
torchon;NOM;3,48;10,14
éternuer;VER;3,48;4,26
clause;NOM;3,47;1,89
cocotte;NOM;3,47;6,15
dégoter;VER;3,47;1,82
futé;NOM;3,47;0,41
mécanique;ADJ;3,47;21,82
palier;NOM;3,47;29,80
pétale;NOM;3,47;8,24
river;VER;3,47;10,88
tricheur;NOM;3,47;1,01
amasser;VER;3,46;8,24
compatir;VER;3,46;2,57
consigner;VER;3,46;5,47
guéri;ADJ;3,46;4,05
jacuzzi;NOM;3,46;0,14
levier;NOM;3,46;5,27
orgie;NOM;3,46;3,72
particule;NOM;3,46;5,27
poulain;NOM;3,46;3,78
reptile;NOM;3,46;2,36
revaloir;VER;3,46;0,74
tenu;ADJ;3,46;9,46
tournevis;NOM;3,46;3,24
vacarme;NOM;3,46;15,61
ardoise;NOM;3,45;9,80
assuré;ADJ;3,45;14,19
brillant;NOM;3,45;6,08
descendant;NOM;3,45;5,00
décidé;ADJ;3,45;10,07
insuffisant;ADJ;3,45;5,54
mangeur;NOM;3,45;3,04
millénaire;NOM;3,45;5,41
ratisser;VER;3,45;5,27
speed;NOM;3,45;1,49
chouchou;NOM;3,44;1,69
clémence;NOM;3,44;2,43
collectif;NOM;3,44;0,27
halluciner;VER;3,44;0,95
inachevé;ADJ;3,44;7,09
pleinement;ADV;3,44;7,77
prairie;NOM;3,44;19,66
puanteur;NOM;3,44;9,05
ragoût;NOM;3,44;4,46
s;CON;3,44;0,00
tournant;NOM;3,44;20,34
vigile;NOM;3,44;1,42
clochette;NOM;3,43;5,74
directive;NOM;3,43;4,93
jetée;NOM;3,43;7,03
master;NOM;3,43;0,07
mosquée;NOM;3,43;5,68
muet;NOM;3,43;3,04
myrtille;NOM;3,43;2,16
relâche;NOM;3,43;6,28
signalement;NOM;3,43;2,70
égaré;ADJ;3,43;11,89
admission;NOM;3,42;1,82
allongé;ADJ;3,42;12,57
archevêque;NOM;3,42;6,28
cache-cache;NOM;3,42;2,70
extinction;NOM;3,42;3,65
or;ADJ;3,42;7,57
permis;ADJ;3,42;4,53
rebondir;VER;3,42;10,68
tendrement;ADV;3,42;12,84
unes;PRO:ind;3,42;19,59
variété;NOM;3,42;9,73
dégueu;ADJ;3,41;0,88
est-ce qu;ADV;3,41;0,07
ignorant;NOM;3,41;3,45
narine;NOM;3,41;25,81
poulette;NOM;3,41;1,15
regrettable;ADJ;3,41;3,51
équitable;ADJ;3,41;2,97
ado;NOM;3,40;0,20
bienfaiteur;NOM;3,40;3,45
embellir;VER;3,40;5,14
gaillard;NOM;3,40;10,34
goudron;NOM;3,40;7,64
infecté;ADJ;3,40;0,61
