lemme;genre;freq
canter;m;0,27
capitonnage;m;0,27
caracolade;f;0,27
carambouille;f;0,27
carde;f;0,27
carnier;m;0,27
carpillon;m;0,27
carrossier;m;0,27
carthaginois;m;0,27
casimir;m;0,27
casse-noisettes;m;0,27
catamaran;m;0,27
cautèle;f;0,27
cavée;f;0,27
cellulose;f;0,27
cervelas;m;0,27
chabichou;m;0,27
chafouin;m;0,27
chairman;m;0,27
chaix;m;0,27
challenge;m;0,27
chalut;m;0,27
chanterelle;f;0,27
chapardage;m;0,27
charcutaille;f;0,27
charognerie;f;0,27
chat-huant;m;0,27
chateaubriand;m;0,27
chefs-lieux;m;0,27
cherche-midi;m;0,27
cherokee;m;0,27
chinook;m;0,27
chintz;m;0,27
chocolaterie;f;0,27
chtourbe;f;0,27
chènevis;m;0,27
ciboulette;f;0,27
cilice;m;0,27
circoncis;m;0,27
circumnavigation;f;0,27
cirrhose;f;0,27
ciselure;f;0,27
city;f;0,27
cité-dortoir;f;0,27
civelle;f;0,27
claque-merde;m;0,27
clicherie;f;0,27
cliquètement;m;0,27
clopinettes;f;0,27
coagulation;f;0,27
coccyx;m;0,27
codage;m;0,27
codicille;m;0,27
cognassier;m;0,27
coinçage;m;0,27
collatéral;m;0,27
collectif;m;0,27
collectivisation;f;0,27
coloquinte;f;0,27
coltin;m;0,27
com;m;0,27
combinard;m;0,27
compact;m;0,27
comporte;f;0,27
conasse;f;0,27
conduite-intérieure;f;0,27
confluence;f;0,27
conformation;f;0,27
conjugalité;f;0,27
conjungo;m;0,27
conneau;m;0,27
consanguinité;f;0,27
conservatrice;f;0,27
considérant;m;0,27
contempteur;m;0,27
continuum;m;0,27
contralto;m;0,27
contre-expertise;f;0,27
contre-voie;f;0,27
contredit;m;0,27
contremaîtresse;f;0,27
contrevenant;m;0,27
convivialité;f;0,27
coopé;f;0,27
cop;f;0,27
copinage;m;0,27
coproduction;f;0,27
coriandre;f;0,27
corona;f;0,27
corton;m;0,27
cosmogonie;f;0,27
cotation;f;0,27
cou-de-pied;m;0,27
couche-culotte;f;0,27
couillette;f;0,27
coupe-choux;m;0,27
courtage;m;0,27
crachotement;m;0,27
cracker;m;0,27
crapulerie;f;0,27
cravant;m;0,27
crayon-encre;m;0,27
crincrin;m;0,27
cristallisation;f;0,27
croassement;m;0,27
crobard;m;0,27
croquette;f;0,27
crosne;m;0,27
croupière;f;0,27
crucifère;f;0,27
crânerie;f;0,27
culbuteur;m;0,27
culs-de-basse-fosse;m;0,27
cupidon;m;0,27
cupressus;m;0,27
cyclotron;m;0,27
cyrard;m;0,27
cytise;m;0,27
cédrat;m;0,27
cénacle;m;0,27
cétoine;f;0,27
dache;m;0,27
delirium tremens;m;0,27
demi-coma;m;0,27
demi-nuit;f;0,27
demi-pas;m;0,27
derrick;m;0,27
desiderata;m;0,27
devon;m;0,27
diantre;m;0,27
diapo;f;0,27
diffamation;f;0,27
discount;m;0,27
disparité;f;0,27
dissemblance;f;0,27
dissipateur;m;0,27
dissuasion;f;0,27
dièse;m;0,27
doit;m;0,27
dossière;f;0,27
doublement;m;0,27
doutance;f;0,27
drakkar;m;0,27
drogman;m;0,27
droico;m;0,27
dryade;f;0,27
ducasse;f;0,27
dugong;m;0,27
duodénum;m;0,27
duralumin;m;0,27
débitant;m;0,27
déblocage;m;0,27
déchard;m;0,27
déchiquetage;m;0,27
déduit;m;0,27
défoulement;m;0,27
dégonflard;m;0,27
dégriffeur;m;0,27
désiré;m;0,27
désodorisant;m;0,27
désuétude;f;0,27
détecteur;m;0,27
détection;f;0,27
dévalorisation;f;0,27
dévergondage;m;0,27
dévidoir;m;0,27
eau-forte;f;0,27
efflorescence;f;0,27
embaumement;m;0,27
emblavure;f;0,27
embrouillement;m;0,27
empilage;m;0,27
empirisme;m;0,27
encyclique;f;0,27
endocrinologie;f;0,27
endoctrinement;m;0,27
engorgement;m;0,27
enlaidissement;m;0,27
enrochement;m;0,27
ensoleillement;m;0,27
entame;f;0,27
entomologie;f;0,27
entropie;f;0,27
envoûteur;m;0,27
erratum;m;0,27
escalator;m;0,27
escampette;f;0,27
escarboucle;f;0,27
escarre;f;0,27
espionnite;f;0,27
essuie-mains;m;0,27
eubine;f;0,27
ex-kid;m;0,27
ex-quincaillier;m;0,27
ex-épouse;f;0,27
exeat;m;0,27
exempt;m;0,27
exhumation;f;0,27
exo;m;0,27
expectoration;f;0,27
expédiée;f;0,27
extrapolation;f;0,27
exténuement;m;0,27
eye-liner;m;0,27
fagotin;m;0,27
faisanderie;f;0,27
falsification;f;0,27
faneur;f;0,27
fauteuil-club;m;0,27
fayard;m;0,27
façonné;m;0,27
feld-maréchal;m;0,27
fellah;m;0,27
femme-enfant;f;0,27
fendard;m;0,27
ferblanterie;f;0,27
ferté;f;0,27
fibrociment;m;0,27
fiers-à-bras;m;0,27
filateur;m;0,27
flache;f;0,27
flanc-garde;f;0,27
fleurage;m;0,27
flingage;m;0,27
floche;f;0,27
flop;m;0,27
fontainette;f;0,27
forage;m;0,27
fouettement;m;0,27
fourrager;f;0,27
fourrageur;m;0,27
foyard;m;0,27
franc-parler;m;0,27
francophilie;f;0,27
frette;f;0,27
freudien;m;0,27
friand;m;0,27
fricandeau;m;0,27
frottage;m;0,27
frouement;m;0,27
fuel;m;0,27
furia;f;0,27
félibre;m;0,27
félon;m;0,27
féodalité;f;0,27
gable;m;0,27
galapiat;m;0,27
garancière;f;0,27
gardien-chef;m;0,27
gardiennage;m;0,27
gas-oil;m;0,27
gascon;m;0,27
gaufrier;m;0,27
gentleman-farmer;m;0,27
ghât;m;0,27
girie;f;0,27
glissando;m;0,27
glop;f;0,27
gniouf;f;0,27
gnou;m;0,27
gobage;m;0,27
gommier;m;0,27
goupil;m;0,27
graillonneur;f;0,27
graissage;m;0,27
grand-voile;f;0,27
grape-fruit;m;0,27
gravos;m;0,27
green;m;0,27
grenache;m;0,27
gressin;m;0,27
grill-room;m;0,27
grille-pain;m;0,27
gugusse;m;0,27
guiche;f;0,27
guéret;m;0,27
guérillero;m;0,27
gymkhana;m;0,27
gérontologie;f;0,27
hacheur;m;0,27
hadji;m;0,27
happy end;m;0,27
hase;f;0,27
haut-fourneau;m;0,27
herbivore;m;0,27
hibernation;f;0,27
holster;m;0,27
homme-serpent;m;0,27
homonymie;f;0,27
horticulture;f;0,27
hosannah;m;0,27
hospitalisation;f;0,27
hot-dog;m;0,27
house;f;0,27
huard;m;0,27
huart;m;0,27
huchet;m;0,27
huit-reflets;m;0,27
hydropisie;f;0,27
hyménoptère;m;0,27
hypermarché;m;0,27
hypertrophie;f;0,27
hypnotisme;m;0,27
hypocondrie;f;0,27
hébertisme;m;0,27
hégire;f;0,27
hétaïre;f;0,27
igloo;m;0,27
immobilisme;m;0,27
impopularité;f;0,27
import;m;0,27
improvisateur;m;0,27
inaccessibilité;f;0,27
inappétence;f;0,27
incinérateur;m;0,27
inclémence;f;0,27
infrastructure;f;0,27
inhalateur;m;0,27
innervation;f;0,27
inox;m;0,27
insalubrité;f;0,27
instauration;f;0,27
insulteur;m;0,27
intelligibilité;f;0,27
interception;f;0,27
interpellateur;m;0,27
interviewé;m;0,27
intégrale;f;0,27
invalidité;f;0,27
invincibilité;f;0,27
invisibilité;f;0,27
irréversibilité;f;0,27
jackpot;m;0,27
japon;m;0,27
jaspe;m;0,27
javanais;m;0,27
jinjin;m;0,27
jocrisse;m;0,27
jujubier;m;0,27
kan;m;0,27
kasbah;f;0,27
khalife;m;0,27
kibboutz;m;0,27
kidnappeur;m;0,27
kilbus;m;0,27
kilométrage;m;0,27
kitchenette;f;0,27
kouros;m;0,27
kroumir;m;0,27
kéfir;m;0,27
lai;m;0,27
lampisterie;f;0,27
lancette;f;0,27
landwehr;f;0,27
lap;m;0,27
lapement;m;0,27
lapereau;m;0,27
larfeuil;m;0,27
larmichette;f;0,27
lazingue;m;0,27
leben;m;0,27
libellé;m;0,27
libéralisation;f;0,27
ligot;m;0,27
ligueur;m;0,27
liquéfaction;f;0,27
livarot;m;0,27
lob;m;0,27
lobby;m;0,27
logistique;f;0,27
logorrhée;f;0,27
louchebem;m;0,27
loufoquerie;f;0,27
lupus;m;0,27
lynch;m;0,27
lèse-majesté;f;0,27
léchage;m;0,27
lémure;m;0,27
léviathan;m;0,27
macareux;m;0,27
mackintosh;m;0,27
macre;f;0,27
madrépore;m;0,27
mahométan;m;0,27
majoration;f;0,27
malachite;f;0,27
mamma;f;0,27
manade;f;0,27
mancheron;m;0,27
manomètre;m;0,27
mantelet;m;0,27
manécanterie;f;0,27
maque;f;0,27
margis;m;0,27
marie-couche-toi-là;f;0,27
marinade;f;0,27
maritorne;f;0,27
marloupinerie;f;0,27
marquisat;m;0,27
marrane;m;0,27
marsaule;m;0,27
maréchalerie;f;0,27
maître-nageur;m;0,27
mercurey;m;0,27
merluche;f;0,27
mesureur;m;0,27
mesuron;m;0,27
mi-course;f;0,27
mi-décembre;m;0,27
mi-journée;f;0,27
mi-mollets;m;0,27
mi-mot;m;0,27
mi-novembre;f;0,27
mi-septembre;f;0,27
mi-été;m;0,27
micron;m;0,27
microsillon;m;0,27
migrateur;m;0,27
misaine;f;0,27
mixage;m;0,27
modern-style;m;0,27
moman;f;0,27
monoprix;m;0,27
moralisme;m;0,27
motet;m;0,27
motorisation;f;0,27
mouquère;f;0,27
mouroir;m;0,27
moussaka;f;0,27
muleta;f;0,27
muletier;m;0,27
municipe;m;0,27
muretin;m;0,27
méconnu;m;0,27
médication;f;0,27
méditerranéen;m;0,27
mégapole;f;0,27
mérinos;m;0,27
métastase;f;0,27
métempsycose;f;0,27
mévente;f;0,27
nankin;m;0,27
naphte;m;0,27
naturalisme;m;0,27
naturalisé;m;0,27
nautonier;m;0,27
navale;f;0,27
navarin;m;0,27
nettoiement;m;0,27
nodosité;f;0,27
novateur;m;0,27
novocaïne;f;0,27
nuisance;f;0,27
numéraire;m;0,27
nécrophilie;f;0,27
nécrose;f;0,27
néflier;m;0,27
négligent;m;0,27
nénesse;m;0,27
névé;m;0,27
obturateur;m;0,27
ocarina;m;0,27
occultation;f;0,27
oflag;m;0,27
oint;m;0,27
oiseau-mouche;m;0,27
opossum;m;0,27
oppidum;m;0,27
opéré;m;0,27
orchis;m;0,27
ordonnancement;m;0,27
orgelet;m;0,27
ottomane;f;0,27
ourdissoir;m;0,27
oustachi;m;0,27
ovni;m;0,27
pad;m;0,27
palmipède;m;0,27
palmiste;m;0,27
panka;m;0,27
pantalonnade;f;0,27
papet;m;0,27
papetier;m;0,27
parmentier;m;0,27
parousie;f;0,27
parque;f;0,27
parturition;f;0,27
pasionaria;f;0,27
pastorale;f;0,27
patelle;f;0,27
patinette;f;0,27
paupérisation;f;0,27
payeur;m;0,27
peausserie;f;0,27
perco;m;0,27
perfecto;m;0,27
phaéton;m;0,27
phosphène;m;0,27
phraséologie;f;0,27
pic-vert;m;0,27
picoleur;m;0,27
pied-de-biche;m;0,27
pilaf;m;0,27
pilchard;m;0,27
pilosité;f;0,27
pique-niqueur;m;0,27
piégeage;m;0,27
placet;m;0,27
plain-chant;m;0,27
planétarium;m;0,27
plasticité;f;0,27
ploiement;m;0,27
plombée;f;0,27
pluralité;f;0,27
pluvier;m;0,27
pléthore;f;0,27
pneumothorax;m;0,27
podestat;m;0,27
polenta;f;0,27
poliomyélite;f;0,27
polychromie;f;0,27
polygamie;f;0,27
pompeur;m;0,27
ponts-levis;m;0,27
porc-épic;m;0,27
porte-bouteilles;m;0,27
porte-savon;m;0,27
postcure;f;0,27
postface;f;0,27
potasse;f;0,27
potron-minet;m;0,27
pourchas;m;0,27
pourim;m;0,27
poussah;m;0,27
pragmatisme;m;0,27
presse-papier;m;0,27
priant;m;0,27
prince-de-galles;m;0,27
profilé;m;0,27
proscription;f;0,27
prosodie;f;0,27
prospecteur;m;0,27
prosternation;f;0,27
protège-dents;m;0,27
prytanée;m;0,27
prêt-bail;m;0,27
prête-nom;m;0,27
pulvérisation;f;0,27
puîné;m;0,27
pyromètre;m;0,27
pédale;f;0,27
pépie;f;0,27
périf;m;0,27
périphrase;f;0,27
pétrification;f;0,27
quartier-maître;m;0,27
quatre-vingt;m;0,27
quattrocento;m;0,27
queue-de-pie;f;0,27
raccordement;m;0,27
raccourcissement;m;0,27
radical-socialisme;m;0,27
radiophonie;f;0,27
rafistolage;m;0,27
raifort;m;0,27
ramas;m;0,27
ramasse-miettes;m;0,27
rapetissement;m;0,27
raréfaction;f;0,27
rata;m;0,27
rationalité;f;0,27
recension;f;0,27
reclassement;m;0,27
reconstituant;m;0,27
recouvrance;f;0,27
recréation;f;0,27
redan;m;0,27
reine-marguerite;f;0,27
remontoir;m;0,27
remplissage;m;0,27
report;m;0,27
repêchage;m;0,27
requis;m;0,27
retroussette;f;0,27
rets;m;0,27
ricaneur;m;0,27
riff;m;0,27
rigolote;f;0,27
rince-doigts;m;0,27
rincette;f;0,27
rip;f;0,27
rivoir;m;0,27
roadster;m;0,27
robinetterie;f;0,27
rocade;f;0,27
rote;f;0,27
rotoplos;m;0,27
roubignoles;f;0,27
rouf;m;0,27
roulé-boulé;m;0,27
roupane;f;0,27
rouspétance;f;0,27
rouvre;m;0,27
roy;m;0,27
ruminement;m;0,27
récurage;m;0,27
régulateur;m;0,27
régénérescence;f;0,27
rôtisserie;f;0,27
sabayon;m;0,27
sabretache;f;0,27
salariat;m;0,27
sandow;m;0,27
sapine;f;0,27
saponite;f;0,27
sapotillier;m;0,27
sauveté;f;0,27
scellement;m;0,27
seille;f;0,27
sellerie;f;0,27
semblance;f;0,27
sentimentalisme;m;0,27
sequin;m;0,27
sexologie;f;0,27
sherry;m;0,27
shooteur;f;0,27
show-business;m;0,27
sidérurgie;f;0,27
sindon;m;0,27
sionisme;m;0,27
skiff;m;0,27
social-traître;m;0,27
solvant;m;0,27
sonorisation;f;0,27
sopha;m;0,27
sorbetière;f;0,27
soufflement;m;0,27
sous-alimentation;f;0,27
sous-alimenté;m;0,27
sous-développement;m;0,27
sous-prieur;m;0,27
sous-prolétariat;m;0,27
sous-secteur;m;0,27
soûlot;m;0,27
spencer;m;0,27
spray;m;0,27
sprinter;m;0,27
squatter;m;0,27
steamer;m;0,27
stimulation;f;0,27
stridulation;f;0,27
strip;m;0,27
stylite;m;0,27
stylo-feutre;m;0,27
stylobille;m;0,27
stéréophonie;f;0,27
stéréoscope;m;0,27
sublimé;m;0,27
submersible;m;0,27
substratum;m;0,27
suffragette;f;0,27
sui;m;0,27
sulfateur;f;0,27
superlatif;m;0,27
superproduction;f;0,27
supervision;f;0,27
sur-place;m;0,27
surchauffe;f;0,27
survol;m;0,27
suçoir;m;0,27
sylphide;f;0,27
synchronisation;f;0,27
synthé;m;0,27
sédatif;m;0,27
sédentarité;f;0,27
sélecteur;m;0,27
sélectionné;m;0,27
séropositivité;f;0,27
tabassage;m;0,27
table-coiffeuse;f;0,27
tableautin;m;0,27
taco;m;0,27
tala;m;0,27
taleth;m;0,27
tambourinaire;m;0,27
tampax;m;0,27
tannée;f;0,27
tantouze;f;0,27
taquet;m;0,27
tarissement;m;0,27
tatou;m;0,27
taube;m;0,27
taurillon;m;0,27
taxi-girl;f;0,27
taximan;m;0,27
tchatche;f;0,27
team;m;0,27
terminologie;f;0,27
terre-neuve;m;0,27
thuya;m;0,27
titillation;f;0,27
tolet;m;0,27
tomahawk;m;0,27
toquante;f;0,27
tourier;f;0,27
toussaint;f;0,27
tracassin;m;0,27
tragi-comédie;f;0,27
tramail;m;0,27
tranchet;m;0,27
transfèrement;m;0,27
trayon;m;0,27
tremblé;m;0,27
tricard;m;0,27
triolet;m;0,27
tripotage;m;0,27
tripotée;f;0,27
triton;m;0,27
troll;m;0,27
truandaille;f;0,27
truculence;f;0,27
trustee;m;0,27
trébuchet;m;0,27
tréponème;m;0,27
tueuse;f;0,27
tuyauteur;m;0,27
télécommande;f;0,27
tête-de-loup;f;0,27
têtière;f;0,27
une;f;0,27
uniformisation;f;0,27
universalité;f;0,27
urémie;f;0,27
vair;m;0,27
valse-hésitation;f;0,27
vannier;m;0,27
vastitude;f;0,27
vecteur;m;0,27
velvet;m;0,27
verbosité;f;0,27
verjus;m;0,27
verseur;f;0,27
viager;m;0,27
vidangeur;m;0,27
vide-poches;m;0,27
vidéo-clip;m;0,27
virevolte;f;0,27
vocalisation;f;0,27
volition;f;0,27
volt;m;0,27
vomitif;m;0,27
vox populi;f;0,27
voyoucratie;f;0,27
végétarien;m;0,27
vérif;f;0,27
vésanie;f;0,27
vétiver;m;0,27
walkyrie;f;0,27
whiskey;m;0,27
whist;m;0,27
wigwam;m;0,27
william;m;0,27
winchester;m;0,27
zigomar;m;0,27
à-plat;m;0,27
à-valoir;m;0,27
écarté;m;0,27
échauguette;f;0,27
éclaire;f;0,27
écorcheur;m;0,27
écrabouillement;m;0,27
écrivaillon;m;0,27
égalisation;f;0,27
égocentrisme;m;0,27
égérie;f;0,27
électrification;f;0,27
éléphantiasis;m;0,27
émirat;m;0,27
éphélide;f;0,27
épicurien;m;0,27
épicurisme;m;0,27
épieux;m;0,27
épiscopat;m;0,27
épouvantement;m;0,27
équarisseur;m;0,27
éreintement;m;0,27
évanescence;f;0,27
évangéliaire;m;0,27
absentéisme;m;0,20
accastillage;m;0,20
accompli;m;0,20
accroupissement;m;0,20
ache;f;0,20
acquêt;m;0,20
activisme;m;0,20
acéphale;m;0,20
adjudication;f;0,20
admonition;f;0,20
affadissement;m;0,20
affinement;m;0,20
aiguillette;f;0,20
akvavit;m;0,20
alba;f;0,20
alcade;m;0,20
alcatraz;m;0,20
alcoolémie;f;0,20
alcootest;m;0,20
aligoté;m;0,20
allègement;m;0,20
altérité;f;0,20
ambitieuse;f;0,20
amibe;f;0,20
amortissement;m;0,20
amphibie;m;0,20
amplificateur;m;0,20
anagramme;f;0,20
analphabétisme;m;0,20
analysant;m;0,20
andain;m;0,20
andrinople;f;0,20
anglo-américain;m;0,20
angström;m;0,20
anormalité;f;0,20
anti-char;m;0,20
anti-fusée;f;0,20
antépénultième;f;0,20
aorte;f;0,20
api;m;0,20
apophtegme;m;0,20
apparaux;m;0,20
apprenant;m;0,20
après-ski;m;0,20
aragonais;m;0,20
araméen;m;0,20
arapède;m;0,20
arborescence;f;0,20
archiatre;m;0,20
architrave;f;0,20
archéoptéryx;m;0,20
arlésienne;f;0,20
arrimage;m;0,20
arrière-ban;m;0,20
arrière-grand-tante;f;0,20
articulé;m;0,20
aryen;m;0,20
aryenne;f;0,20
asti;m;0,20
atabeg;m;0,20
atterrage;m;0,20
attestation;f;0,20
attrape-nigaud;m;0,20
attrition;f;0,20
aubère;m;0,20
aussière;f;0,20
autogestion;f;0,20
avant-centre;m;0,20
avant-papier;m;0,20
avé;m;0,20
aérateur;m;0,20
aéro;m;0,20
aéronavale;f;0,20
aérostier;m;0,20
baby-sitter;f;0,20
badigeonnage;m;0,20
badigoinces;f;0,20
badminton;m;0,20
bagouse;f;0,20
bagouze;f;0,20
bailliage;m;0,20
baise-en-ville;m;0,20
baisser;m;0,20
baluchonneur;m;0,20
bananeraie;f;0,20
bandonéon;m;0,20
bank-note;f;0,20
baou;m;0,20
barbette;f;0,20
barbot;m;0,20
barbote;f;0,20
bardo;m;0,20
bardot;m;0,20
barjot;m;0,20
barnum;m;0,20
basse-fosse;f;0,20
bateau-lavoir;m;0,20
batelet;m;0,20
batellerie;f;0,20
beloteur;m;0,20
berce;f;0,20
berdouillette;f;0,20
bertha;f;0,20
bibard;m;0,20
bibendum;m;0,20
bicéphalie;f;0,20
bigne;f;0,20
bigorne;f;0,20
bigoterie;f;0,20
bilharziose;f;0,20
biscaïen;m;0,20
bistrouille;f;0,20
blette;f;0,20
bleusaille;f;0,20
bloody mary;m;0,20
bobbies;m;0,20
bobinette;f;0,20
bobineur;f;0,20
bobsleigh;m;0,20
boldo;m;0,20
bombage;m;0,20
bombinette;f;0,20
bondrée;f;0,20
bonzaï;m;0,20
bookmaker;m;0,20
borne-fontaine;f;0,20
bostonien;m;0,20
bouche-à-bouche;m;0,20
bourbe;f;0,20
bourrichon;m;0,20
boustrophédon;m;0,20
bout-dehors;m;0,20
bouton-d'or;m;0,20
bouvillon;m;0,20
box-office;m;0,20
braco;m;0,20
bractée;f;0,20
bradillon;m;0,20
bramement;m;0,20
branchie;f;0,20
braquet;m;0,20
brasillement;m;0,20
bravissimo;m;0,20
breitschwanz;m;0,20
bretteur;m;0,20
briard;m;0,20
brigantin;m;0,20
brise-glace;m;0,20
brochage;m;0,20
broiement;m;0,20
brosseur;m;0,20
browning;m;0,20
brésil;m;0,20
brûlage;m;0,20
bucco;m;0,20
bucolique;f;0,20
bulldog;m;0,20
burg;m;0,20
bushi;m;0,20
buvant;m;0,20
bécassine;f;0,20
bédane;m;0,20
bégueule;f;0,20
béjaune;m;0,20
bénignité;f;0,20
bénouze;m;0,20
bésicles;f;0,20
bétaillère;f;0,20
cab;m;0,20
caballero;f;0,20
cabotage;m;0,20
cabrette;f;0,20
cache-poussière;m;0,20
cache-tampon;m;0,20
cacheton;m;0,20
cacique;m;0,20
caducée;m;0,20
caillebotis;m;0,20
calade;f;0,20
calamine;f;0,20
calcination;f;0,20
calculette;f;0,20
callosité;f;0,20
calomel;m;0,20
calypso;m;0,20
camard;f;0,20
cancoillotte;f;0,20
cannage;m;0,20
cannelier;m;0,20
canthare;m;0,20
capisco;m;0,20
carabas;m;0,20
carabe;m;0,20
carambouilleur;m;0,20
caraque;f;0,20
caravaning;m;0,20
carderie;f;0,20
caresseur;f;0,20
carex;m;0,20
caribou;m;0,20
carmel;m;0,20
carry;m;0,20
cartésianisme;m;0,20
casse-couilles;m;0,20
casse-noix;m;0,20
casse-pattes;m;0,20
casse-pipes;m;0,20
cassement;m;0,20
casting;m;0,20
castreur;m;0,20
catalyseur;m;0,20
catholicité;f;0,20
cathèdre;f;0,20
caténaire;f;0,20
cellular;m;0,20
cendrillon;f;0,20
cendrée;f;0,20
centrouse;f;0,20
cerisaie;f;0,20
cha-cha-cha;m;0,20
chaldéen;m;0,20
chambard;m;0,20
chamboulement;m;0,20
chantoung;m;0,20
chapellerie;f;0,20
chappe;m;0,20
chapska;m;0,20
charlot;m;0,20
charrier;f;0,20
chasse-goupille;f;0,20
chausse-trape;f;0,20
cheddite;f;0,20
chelem;m;0,20
cheval-vapeur;m;0,20
chevance;f;0,20
cheviotte;f;0,20
chienchien;m;0,20
chilien;m;0,20
chiourme;f;0,20
chipotage;m;0,20
chiroubles;m;0,20
chlamyde;f;0,20
chopper;m;0,20
chorizo;m;0,20
chou-rave;m;0,20
christocentrisme;m;0,20
chromatisme;m;0,20
chronométrage;m;0,20
chtar;m;0,20
churro;m;0,20
chélidoine;f;0,20
cigarier;f;0,20
cinémascope;m;0,20
circassienne;f;0,20
cité-jardin;f;0,20
clam;m;0,20
clavaire;f;0,20
clayonnage;m;0,20
climatisation;f;0,20
climatiseur;m;0,20
clipper;m;0,20
clochardisation;f;0,20
clone;m;0,20
clystère;m;0,20
cléricalisme;m;0,20
coaltar;m;0,20
cochonceté;f;0,20
codétenu;m;0,20
cognement;m;0,20
collignon;m;0,20
colonisateur;m;0,20
colophane;f;0,20
comestible;m;0,20
compacité;f;0,20
concoction;f;0,20
concussion;f;0,20
confiote;f;0,20
congre;m;0,20
conscription;f;0,20
consignation;f;0,20
consomption;f;0,20
contrepèterie;f;0,20
convexité;f;0,20
convoyage;m;0,20
coquebin;m;0,20
coquinerie;f;0,20
cordonnerie;f;0,20
cornillon;m;0,20
coronille;f;0,20
corozo;m;0,20
correctif;m;0,20
corrigé;m;0,20
corrosion;f;0,20
corrélation;f;0,20
cosinus;m;0,20
couleuvrine;f;0,20
coulé;m;0,20
coupage;m;0,20
coupe-cigare;m;0,20
coutelier;m;0,20
coutellerie;f;0,20
coutumier;m;0,20
couvaison;f;0,20
crabillon;m;0,20
crapouillot;m;0,20
crevaison;f;0,20
crispin;m;0,20
crocs-en-jambe;m;0,20
croque-mitaine;m;0,20
croupissure;f;0,20
croupon;m;0,20
croustade;f;0,20
croustillon;m;0,20
crucifiement;m;0,20
cryptogramme;m;0,20
crécerelle;f;0,20
crécy;f;0,20
cuesta;f;0,20
cul-blanc;m;0,20
cul-bénit;m;0,20
cul-de-four;m;0,20
cul-de-lampe;m;0,20
culpabilisation;f;0,20
cumul;m;0,20
cupule;f;0,20
cuvier;m;0,20
cène;f;0,20
célestin;m;0,20
céphalé;f;0,20
cépée;f;0,20
cérébral;m;0,20
côlon;m;0,20
dactyle;m;0,20
dalaï-lama;m;0,20
dame-jeanne;f;0,20
datura;m;0,20
dauphinat;m;0,20
davier;m;0,20
della francesca;m;0,20
deltoïde;m;0,20
demi-centimètre;m;0,20
demi-clarté;f;0,20
demi-cloison;f;0,20
demi-conscience;f;0,20
demi-portion;f;0,20
demi-queue;m;0,20
demi-rêve;m;0,20
demi-succès;m;0,20
demi-vierge;f;0,20
deo gratias;m;0,20
derby;m;0,20
dernière-née;f;0,20
desservant;m;0,20
deutéronome;m;0,20
diabolique;m;0,20
diaconesse;f;0,20
dialyse;f;0,20
différé;m;0,20
diktat;m;0,20
dilution;f;0,20
dinamitero;m;0,20
diodon;m;0,20
discobole;m;0,20
disjoncteur;m;0,20
distinguo;m;0,20
diurétique;m;0,20
doigtier;m;0,20
double-six;m;0,20
doubleau;m;0,20
doublet;m;0,20
dreyfusard;m;0,20
droitier;m;0,20
druidesse;f;0,20
drôlesse;f;0,20
débarbot;m;0,20
débardage;m;0,20
débectance;f;0,20
déboucheur;m;0,20
débours;m;0,20
décalogue;m;0,20
décamètre;m;0,20
décapsuleur;m;0,20
décarpillage;m;0,20
décimation;f;0,20
déclassement;m;0,20
déconophone;m;0,20
décrassage;m;0,20
déflecteur;m;0,20
défloraison;f;0,20
défloration;f;0,20
dégrisement;m;0,20
dégueulando;m;0,20
déité;f;0,20
délayage;m;0,20
délibéré;m;0,20
démerde;f;0,20
démocratisation;f;0,20
démonte-pneu;m;0,20
démérite;m;0,20
dépiquage;m;0,20
déploration;f;0,20
dériveur;m;0,20
déshérence;f;0,20
désinence;f;0,20
désunion;f;0,20
détergent;m;0,20
dévirilisation;f;0,20
effarouchement;m;0,20
effeuilleur;f;0,20
emboîtage;m;0,20
empaffé;m;0,20
empailleur;m;0,20
empaquetage;m;0,20
empattement;m;0,20
empaumure;f;0,20
empennage;m;0,20
encaisse;f;0,20
encaissement;m;0,20
encéphalogramme;m;0,20
endolorissement;m;0,20
endormeur;m;0,20
enfilage;m;0,20
engendrement;m;0,20
enjoliveur;m;0,20
enlumineur;m;0,20
enrobé;m;0,20
ensablement;m;0,20
ensellement;m;0,20
ensemencement;m;0,20
epsilon;m;0,20
ergastule;m;0,20
esbroufe;f;0,20
escarpe;m;0,20
esclavon;m;0,20
escopette;f;0,20
esprit-de-vin;m;0,20
essorage;m;0,20
essuyage;m;0,20
establishment;m;0,20
estom;m;0,20
estompe;f;0,20
estonien;m;0,20
estranger;m;0,20
ethnie;f;0,20
ethnographie;f;0,20
eustache;m;0,20
ex-garde;f;0,20
ex-roi;m;0,20
exciseur;f;0,20
expert-comptable;m;0,20
export;m;0,20
extrémisme;m;0,20
faignant;m;0,20
fait-divers;m;0,20
familiale;f;0,20
fauchaison;f;0,20
fauchon;m;0,20
faucillon;m;0,20
fausse-couche;f;0,20
feignasse;f;0,20
fendant;m;0,20
fennec;m;0,20
feria;f;0,20
ferret;m;0,20
ferry-boat;m;0,20
feuillantine;f;0,20
feuilletage;m;0,20
fichaise;f;0,20
ficus;m;0,20
filochard;m;0,20
finasserie;f;0,20
finitude;f;0,20
firman;m;0,20
fission;f;0,20
fivete;f;0,20
fixe-chaussette;f;0,20
flafla;m;0,20
floréal;m;0,20
fofolle;f;0,20
